,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-11-01
Promoters,56.2,56.2,56.21,56.44,56.45,52.1,52.2,49.19
FIIs,4.7,14.69,22.76,25.48,23.68,8.66,8.16,10.78
DIIs,8.05,12.53,4.55,4.33,4.32,4.15,5.69,5.66
Public,31.04,16.58,16.48,13.75,15.54,35.08,33.94,34.37
No. of Shareholders,82718.0,19918.0,24923.0,20725.0,20904.0,21536.0,19453.0,24712.0
