,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,20.19,20.01,19.8,1.42,0.0,0.0,0.0,0.0
FIIs,46.65,42.62,40.33,1.86,13.77,10.97,23.1,23.39
DIIs,23.31,24.79,20.98,69.17,46.71,44.01,37.77,40.68
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
Public,9.85,12.58,18.89,27.55,39.52,45.02,39.1,35.9
No. of Shareholders,187313.0,410596.0,768954.0,2044109.0,3555941.0,4361345.0,5057387.0,4888441.0
