,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,26,27,29,29,29,30,30,30,30,30,30,30,30
Reserves,66,55,55,54,57,56,57,63,68,72,77,83,86
Borrowings,36,60,59,47,45,42,48,51,53,42,53,36,49
Other Liabilities,23,25,32,31,32,31,36,55,45,53,57,53,46
Total Liabilities,152,166,174,161,163,160,171,198,196,197,217,201,211
Fixed Assets,76,71,72,66,67,62,57,54,59,56,54,51,52
CWIP,0,5,0,0,0,0,0,0,0,0,0,0,0
Investments,8,8,7,7,7,7,2,7,7,7,7,7,7
Other Assets,67,81,95,88,88,91,111,137,129,133,156,143,152
Total Assets,152,166,174,161,163,160,171,198,196,197,217,201,211
