,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,35.0,36,35,26,56,58
Inventory Days,64.0,73,125,113,57,67
Days Payable,102.0,97,143,89,92,110
Cash Conversion Cycle,-3.0,12,17,51,21,15
Working Capital Days,12.0,23,14,66,2,15
ROCE %,,15,12,14,32,45
