,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,2,2,2,8,10
Reserves,5,6,5,8,11,16,38
Borrowings,9,11,14,14,10,7,7
Other Liabilities,12,14,23,15,32,34,34
Total Liabilities,28,33,44,40,54,65,90
Fixed Assets,7,8,10,11,12,13,17
CWIP,0,0,0,0,0,0,0
Investments,0,0,1,0,1,0,0
Other Assets,21,25,33,29,42,51,73
Total Assets,28,33,44,40,54,65,90
