,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.16,0.19,-27.79
Cash from Investing Activity,2.22,-3.26,-0.62
Cash from Financing Activity,0.0,2.3,5.27
Net Cash Flow,2.07,-0.77,-23.14
