,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.8,3.83,4.02,2.89,2.9,4.33,3.97,3.35,2.84,3.26,2.63,3.09,4.4
Expenses,3.59,3.59,3.71,2.72,2.72,4.09,3.48,3.14,2.7,3.1,2.4,2.91,4.18
Operating Profit,0.21,0.24,0.31,0.17,0.18,0.24,0.49,0.21,0.14,0.16,0.23,0.18,0.22
OPM %,5.53,6.27,7.71,5.88,6.21,5.54,12.34,6.27,4.93,4.91,8.75,5.83,5.0
Other Income,0.04,0.01,0.26,0.04,0.05,0.01,0.01,0.04,0.05,0.02,0.09,0.07,0.1
Interest,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.04,0.03,0.01
Depreciation,0.04,0.04,0.01,0.04,0.04,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.03
Profit before tax,0.2,0.2,0.55,0.17,0.18,0.21,0.47,0.22,0.16,0.15,0.25,0.19,0.28
Tax %,20.0,30.0,18.18,23.53,22.22,28.57,21.28,27.27,25.0,26.67,28.0,26.32,21.43
Net Profit,0.15,0.14,0.45,0.14,0.14,0.15,0.37,0.17,0.12,0.12,0.18,0.14,0.21
EPS in Rs,0.5,0.47,1.5,0.47,0.47,0.5,1.24,0.57,0.4,0.4,0.6,0.47,0.7
