,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,42,43,50,53,64,64,64
Reserves,436,429,474,427,944,1192,1248
Borrowings,31,96,646,645,789,963,1070
Other Liabilities,326,527,214,225,368,372,375
Total Liabilities,834,1095,1384,1349,2165,2591,2756
Fixed Assets,628,719,1161,1084,1390,1789,1999
CWIP,16,21,21,30,33,56,95
Investments,0,0,16,27,153,66,36
Other Assets,190,355,186,208,590,679,626
Total Assets,834,1095,1384,1349,2165,2591,2756
