,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,2.0,7,1,3,3,3
Inventory Days,39.0,35,40,56,46,49
Days Payable,128.0,106,110,170,138,107
Cash Conversion Cycle,-87.0,-63,-69,-110,-89,-55
Working Capital Days,-91.0,-133,-21,-49,-35,-25
ROCE %,,-5,1,-2,9,10
