,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,47,213,154,395,382
Cash from Investing Activity,-54,-335,-2,-78,-692,-204
Cash from Financing Activity,19,281,-208,-52,313,-195
Net Cash Flow,-32,-7,3,25,16,-17
