,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,51.26,51.25,38.52,42.98,39.55,43.29,38.39,0.08,0.08
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.04
Public,48.74,48.75,61.48,57.02,60.45,56.71,61.61,98.88,98.87
No. of Shareholders,615.0,471.0,455.0,458.0,362.0,354.0,801.0,27121.0,29044.0
