,2023-03-01,2023-09-01
Equity Capital,4.8100000000000005,4.83
Reserves,,9.74
Borrowings,,0.0
Other Liabilities,,5.61
Total Liabilities,,20.16
Fixed Assets,,4.48
CWIP,,0.0
Investments,,1.47
Other Assets,,14.21
Total Assets,,20.16
