,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.24,63.24,63.24,63.24,63.08,63.24,63.13,63.13
FIIs,0.0,0.0,0.0,0.03,0.0,0.01,0.06,0.0
DIIs,1.41,0.94,0.78,0.51,0.51,0.5,0.0,0.0
Public,35.35,35.82,35.97,36.22,36.41,36.24,36.81,36.86
No. of Shareholders,27773.0,29318.0,29817.0,29663.0,30035.0,43124.0,41422.0,40252.0
