,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Reserves,-2.93,-5.85,-9.48,-8.98,-11.38,-12.81,-12.79,-13.18,-13.31,-15.88,-16.32,-14.3,-14.4
Borrowings,48.22,79.21,21.58,25.26,20.47,28.54,7.38,4.08,4.49,4.57,4.93,4.33,4.45
Other Liabilities,0.4,0.22,3.83,4.58,4.11,3.42,2.54,0.32,0.01,1.51,1.58,0.08,0.08
Total Liabilities,55.69,83.58,25.93,30.86,23.2,29.15,7.13,1.22,1.19,0.2,0.19,0.11,0.13
Fixed Assets,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,55.67,83.46,25.82,30.76,23.2,29.15,7.13,1.22,1.19,0.2,0.19,0.11,0.13
Total Assets,55.69,83.58,25.93,30.86,23.2,29.15,7.13,1.22,1.19,0.2,0.19,0.11,0.13
