,2023-03-01,2023-06-01,2023-09-01
Promoters,65.93,65.93,65.93
FIIs,1.62,0.2,0.35
DIIs,0.95,0.14,0.14
Public,31.5,33.72,33.57
No. of Shareholders,27400.0,28157.0,25501.0
