,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,114.0,82,90,103,94,94
Inventory Days,111.0,106,111,176,173,112
Days Payable,48.0,30,53,55,42,32
Cash Conversion Cycle,177.0,158,148,225,226,175
Working Capital Days,123.0,106,94,157,146,120
ROCE %,,32,19,18,22,26
