,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,136,169,50,80,209
Cash from Investing Activity,,-162,-119,-59,-166,-172
Cash from Financing Activity,,27,-50,10,83,-37
Net Cash Flow,,1,0,1,-3,0
