,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.67,0.72,1.56,0.56,0.63,0.55,0.28,0.09,0.05,0.05,0.04,0.01,0.00
Operating Profit,-0.67,-0.72,-1.56,-0.56,-0.63,-0.55,-0.28,-0.09,-0.05,-0.05,-0.04,-0.01,0.00
OPM %,,,,,,,,,,,,,
Other Income,0.37,0.37,2.38,0.37,0.36,0.36,0.36,0.39,0.40,0.40,0.00,0.00,0.00
Interest,0.00,0.00,0.01,0.00,0.02,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Profit before tax,-0.33,-0.38,0.78,-0.21,-0.31,-0.22,0.07,0.29,0.34,0.34,-0.05,-0.02,-0.01
Tax %,0.00,0.00,0.00,0.00,3.23,-4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-0.32,-0.38,0.79,-0.21,-0.30,-0.22,0.07,0.28,0.33,0.34,-0.06,-0.03,-0.01
EPS in Rs,-0.66,-0.78,1.62,-0.43,-0.61,-0.45,0.14,0.57,0.68,0.70,-0.12,-0.06,-0.02
