,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.29,3.17,3.01,1.95,3.08,2.49,2.05,0.04,0.00,0.00,0.73,0.00,0.00
Expenses,2.56,3.12,2.79,2.21,3.17,2.57,2.22,0.25,0.15,0.10,1.27,0.10,0.10
Operating Profit,-0.27,0.05,0.22,-0.26,-0.09,-0.08,-0.17,-0.21,-0.15,-0.10,-0.54,-0.10,-0.10
OPM %,-11.79,1.58,7.31,-13.33,-2.92,-3.21,-8.29,-525.0,,,-73.97,,
Other Income,0.63,0.98,0.15,1.39,0.2,1.32,-1.22,0.29,-0.07,0.02,-1.21,0.26,0.08
Interest,0.36,0.29,0.23,0.11,0.19,0.2,0.11,0.13,0.16,0.16,0.13,0.01,0.00
Depreciation,0.13,0.14,0.13,0.12,0.11,0.11,0.11,0.07,0.07,0.07,0.05,0.03,0.03
Profit before tax,-0.13,0.6,0.01,0.9,-0.19,0.93,-1.61,-0.12,-0.45,-0.31,-1.93,0.12,-0.05
Tax %,0.0,0.0,4500.0,0.0,0.0,0.0,65.84,0.0,0.00,0.00,31.09,0.00,0.00
Net Profit,-0.14,0.6,-0.44,0.9,-0.19,0.93,-0.55,-0.13,-0.45,-0.32,-1.33,0.12,-0.05
EPS in Rs,-0.15,0.66,-0.48,0.98,-0.21,1.02,-0.6,-0.14,-0.49,-0.35,-1.45,0.13,-0.05
