,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.16,63.02,63.01,63.01,63.02,63.02,63.02,63.25,63.26
FIIs,0.12,11.25,12.79,10.01,11.81,9.54,11.61,14.94,17.71
DIIs,22.4,10.04,4.26,2.42,1.26,1.17,0.84,1.2,1.67
Public,16.33,15.69,19.94,24.56,23.52,25.7,23.87,19.98,16.79
Others,0.0,0.0,0.0,0.0,0.39,0.56,0.66,0.64,0.58
No. of Shareholders,49495.0,45965.0,54146.0,59026.0,58622.0,78673.0,113114.0,85839.0,92000.0
