,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,2.48,2.48,2.48,2.48,2.48,23.56,23.56,23.56
Public,97.53,97.53,97.53,97.53,97.53,76.44,76.44,76.44
No. of Shareholders,511.0,4841.0,4298.0,4109.0,3987.0,4139.0,3941.0,4407.0
