,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,12.5,15.79,16.68,16.4,25.1,27.37,24.57,25.44,24.93,17.67,17.52,9.86,1.46
Expenses,17.9,15.64,13.38,15.0,23.22,22.88,23.31,26.37,27.14,20.69,19.1,12.18,0.67
Operating Profit,-5.4,0.15,3.3,1.4,1.88,4.49,1.26,-0.93,-2.21,-3.02,-1.58,-2.32,0.79
OPM %,-43.2,0.95,19.78,8.54,7.49,16.4,5.13,-3.66,-8.86,-17.09,-9.02,-23.53,54.11
Other Income,0.68,3.68,5.09,0.06,1.68,3.91,0.07,0.02,0.27,0.36,-5.38,2.44,-2.55
Interest,1.85,1.5,0.72,1.13,0.98,0.96,0.81,0.69,0.76,0.93,0.9,0.93,0.43
Depreciation,0.44,1.07,0.65,0.78,0.7,0.7,0.7,0.54,0.58,0.61,0.61,0.41,0.28
Profit before tax,-7.01,1.26,7.02,-0.45,1.88,6.74,-0.18,-2.14,-3.28,-4.2,-8.47,-1.22,-2.47
Tax %,0.0,0.0,74.07,0.0,240.96,83.68,1666.67,0.0,0.0,-50.48,7.79,0.0,-169.64
Net Profit,-7.02,1.26,1.83,-0.45,-2.64,1.11,2.82,-2.14,-3.28,-6.33,-7.81,-1.22,-6.66
EPS in Rs,-1.28,0.23,0.33,-0.08,-0.48,0.2,0.51,-0.39,-0.6,-1.15,-1.42,-0.22,-1.21
