,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales,0.0,0.04,0.08,0.02,0.00,0.49,0.49,0.38,0.61,0.12,1.22,1.11,0.04
Expenses,0.0,0.15,0.09,0.02,0.05,0.33,0.33,0.1,0.14,0.12,1.21,1.16,0.47
Operating Profit,0.0,-0.11,-0.01,0.00,-0.05,0.16,0.16,0.28,0.47,0.00,0.01,-0.05,-0.43
OPM %,,-275.0,-12.5,0.00,,32.65,32.65,73.68,77.05,0.00,0.82,-4.5,-1075.00
Other Income,0.0,0.0,0.0,0.00,0.00,0.01,0.01,0.0,0.14,0.00,0.0,0.0,0.00
Interest,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.00
Profit before tax,0.0,-0.11,-0.01,0.00,-0.05,0.17,0.17,0.28,0.61,0.00,0.01,-0.05,-0.43
Tax %,,0.0,0.0,,0.00,0.0,0.0,21.43,22.95,,-2600.0,0.0,
Net Profit,0.0,-0.11,-0.01,0.00,-0.05,0.17,0.17,0.22,0.47,0.00,0.27,-0.05,-0.34
EPS in Rs,0.0,-0.18,-0.02,0.00,-0.08,0.28,0.28,0.31,0.65,0.00,0.38,-0.07,-0.47
