,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,0.67,5.31,0.17,3.57,1.89
Expenses,0.83,5.36,0.29,3.65,1.95
Operating Profit,-0.16,-0.05,-0.12,-0.08,-0.06
OPM %,-23.88,-0.94,-70.59,-2.24,-3.17
Other Income,0.18,0.19,0.18,0.13,0.19
Interest,0.08,0.07,0.0,0.0,0.0
Depreciation,0.02,0.01,0.01,0.01,0.0
Profit before tax,-0.08,0.06,0.05,0.04,0.13
Tax %,0.0,-50.0,80.0,-100.0,0.0
Net Profit,-0.08,0.09,0.01,0.08,0.13
EPS in Rs,-0.29,0.2,0.02,0.18,0.29
