,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,99.0,59.47,59.47,59.47,59.47,59.47,59.47,59.47,59.47
Public,1.0,40.53,40.53,40.53,40.54,40.54,40.54,40.53,40.53
No. of Shareholders,8.0,164.0,151.0,141.0,146.0,134.0,129.0,125.0,135.0
