,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,47.71,47.71,47.71,47.71,47.71,47.71,47.71,47.71
Public,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29
No. of Shareholders,1517.0,1518.0,1504.0,1500.0,1547.0,1965.0,1965.0,2115.0
