,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01
Sales,30.46,53.88,66.51,64.15,28.68,67.55,79.74,49.96,75.8,97.2,115.15,88.33,79.54
Expenses,28.27,35.78,49.93,58.45,39.85,54.67,62.34,51.95,71.65,90.23,87.96,69.84,70.18
Operating Profit,2.19,18.1,16.58,5.7,-11.17,12.88,17.4,-1.99,4.15,6.97,27.19,18.49,9.36
OPM %,7.19,33.59,24.93,8.89,-38.95,19.07,21.82,-3.98,5.47,7.17,23.61,20.93,11.77
Other Income,2.79,3.2,3.25,-9.37,3.18,3.97,1.27,8.67,17.44,3.16,3.3,1.41,1.23
Interest,3.39,3.12,3.23,2.91,2.48,2.31,2.08,1.96,1.81,1.7,1.53,1.18,0.32
Depreciation,4.41,4.46,4.38,4.24,4.26,4.37,4.44,4.36,4.45,4.57,5.62,4.51,4.58
Profit before tax,-2.82,13.72,12.22,-10.82,-14.73,10.17,12.15,0.36,15.33,3.86,23.34,14.21,5.69
Tax %,36.52,-62.83,26.35,22.64,27.7,28.32,27.33,111.11,25.64,19.69,25.45,25.26,24.08
Net Profit,-1.79,22.33,9.0,-8.37,-10.65,7.29,8.84,-0.05,11.41,3.1,17.4,10.61,4.32
EPS in Rs,-3.14,39.18,15.79,-14.68,-18.68,12.79,15.51,-0.09,20.02,5.44,30.53,18.61,7.58
