,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08
Public,83.92,83.92,83.92,83.92,83.92,83.92,83.93,83.93
No. of Shareholders,2974.0,3046.0,3090.0,3098.0,3100.0,3424.0,3843.0,3955.0
