,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,83.81,53.23,48.38,38.27,41.11,25.3,23.7,16.6
Inventory Days,239.97,180.69,172.59,157.5,151.49,140.4,104.85,143.68
Days Payable,155.28,92.76,95.94,55.13,42.16,21.79,32.89,38.77
Cash Conversion Cycle,168.5,141.17,125.03,140.65,150.44,143.91,95.66,121.51
Working Capital Days,134.53,113.3,95.2,96.29,89.37,89.79,93.91,81.43
ROCE %,,15.95,47.67,19.34,16.84,16.63,22.81,29.71
