,2021-03-01,2022-03-01,2023-03-01,2023-10-01
Promoters,20.7,19.32,19.05,17.16
FIIs,6.02,10.35,8.58,9.94
DIIs,8.12,3.89,8.19,16.0
Public,65.17,66.44,64.19,56.91
No. of Shareholders,25610.0,152401.0,190909.0,171565.0
