,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,110.0,130.0,123.0,131.0,130.0,186.0,175.0,223.0,264.0,315.0,289.0,254.0,297.0
Expenses,91.0,105.0,114.0,106.0,111.0,157.0,162.0,193.0,250.0,285.0,265.0,221.0,271.0
Operating Profit,19.0,25.0,9.0,25.0,19.0,29.0,13.0,30.0,14.0,30.0,25.0,33.0,27.0
OPM %,17.0,19.0,7.0,19.0,15.0,16.0,7.0,13.0,5.0,10.0,9.0,13.0,9.0
Other Income,4.0,6.0,2.0,5.0,6.0,4.0,10.0,7.0,24.0,12.0,8.0,12.0,14.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0
Depreciation,8.0,12.0,8.0,8.0,9.0,11.0,11.0,14.0,10.0,15.0,16.0,15.0,15.0
Profit before tax,14.0,19.0,4.0,21.0,16.0,22.0,11.0,23.0,26.0,26.0,14.0,28.0,23.0
Tax %,8.0,7.0,-20.0,36.0,3.0,24.0,55.0,27.0,34.0,23.0,33.0,26.0,-6.0
Net Profit,13.0,18.0,4.0,14.0,15.0,17.0,5.0,16.0,17.0,20.0,9.0,21.0,24.0
EPS in Rs,4.28,1.76,0.53,0.87,1.71,1.58,0.34,1.75,1.55,2.49,0.39,2.95,3.0
