,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
Expenses,0.00,0.11,0.19,0.05,0.04,0.03,0.03,0.05,0.0,0.02,0.07,0.05,0.02
Operating Profit,0.00,-0.11,-0.19,-0.05,-0.04,-0.03,-0.03,-0.05,0.0,-0.02,-0.07,-0.05,-0.02
OPM %,,,,,,,,,,,,,
Other Income,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00
Depreciation,0.02,0.01,0.02,0.05,0.00,0.00,0.00,0.01,0.0,0.01,0.01,0.01,0.00
Profit before tax,-0.02,-0.12,-0.21,-0.07,-0.04,-0.03,-0.03,-0.06,0.0,-0.03,-0.08,-0.06,-0.02
Tax %,0.00,0.00,4.76,14.29,0.00,0.00,0.00,0.00,,0.00,12.50,0.00,0.00
Net Profit,-0.02,-0.11,-0.19,-0.07,-0.04,-0.03,-0.04,-0.05,0.0,-0.03,-0.07,-0.05,-0.02
EPS in Rs,-0.03,-0.14,-0.26,-0.10,-0.06,-0.03,-0.06,-0.07,0.0,-0.04,-0.10,-0.07,-0.03
