,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.55,1.55,2.2,20.98,20.98
Reserves,-0.18,-0.18,1.5,22.07,24.68
Borrowings,0.24,9.61,9.33,11.54,8.69
Other Liabilities,0.01,0.12,0.6900000000000001,12.82,10.22
Total Liabilities,1.62,11.1,13.72,67.41,64.57
Fixed Assets,0.0,0.0,9.07,15.23,21.5
CWIP,0.0,10.16,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,1.62,0.94,4.65,52.18,43.07
Total Assets,1.62,11.1,13.72,67.41,64.57
