,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,20.45,20.45,18.55,18.55,75.27,75.16,75.0,75.0
FIIs,6.29,6.29,14.97,14.97,0.13,0.13,0.13,0.13
DIIs,0.0,0.0,0.0,0.0,24.03,23.53,23.18,21.32
Public,73.26,73.26,66.47,66.47,0.57,1.18,1.69,3.55
No. of Shareholders,59574.0,56400.0,54714.0,53789.0,16753.0,17140.0,19826.0,22509.0
