,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6
Reserves,74,67,63
Borrowings,14,20,23
Other Liabilities,84,76,81
Total Liabilities,177,168,172
Fixed Assets,42,50,63
CWIP,0,7,7
Investments,38,15,4
Other Assets,98,95,98
Total Assets,177,168,172
