,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.99,73.99,74.01,74.01,74.01,70.42,70.42,70.42
DIIs,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Public,26.0,26.0,25.99,25.99,25.99,29.58,29.59,29.58
No. of Shareholders,4736.0,4618.0,3973.0,3906.0,3832.0,4112.0,3810.0,3936.0
