,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,9.28,21.2,29.4,7.33,9.46,15.22,39.81,13.03,16.12,32.15,67.26,10.53,22.7
Expenses,7.12,18.61,26.84,6.09,6.88,14.22,35.97,10.1,13.16,26.64,59.04,2.85,16.68
Operating Profit,2.16,2.59,2.56,1.24,2.58,1.0,3.84,2.93,2.96,5.51,8.22,7.68,6.02
OPM %,23.28,12.22,8.71,16.92,27.27,6.57,9.65,22.49,18.36,17.14,12.22,72.93,26.52
Other Income,0.01,1.94,-1.68,0.42,-0.39,1.72,-1.21,0.69,4.89,2.55,5.26,1.84,1.51
Interest,0.19,0.38,0.1,0.1,0.08,0.17,1.36,1.56,3.77,3.0,4.25,4.8,2.38
Depreciation,0.16,0.35,0.15,0.03,0.03,0.04,0.05,0.04,0.04,0.04,0.02,1.24,1.39
Profit before tax,1.82,3.8,0.63,1.53,2.08,2.51,1.22,2.02,4.04,5.02,9.21,3.48,3.76
Tax %,30.77,21.32,138.1,24.84,18.27,15.94,86.07,25.25,12.13,19.32,15.09,8.91,15.69
Net Profit,1.26,2.99,-0.24,1.16,1.67,2.14,0.13,1.49,3.58,4.04,7.77,3.18,3.12
EPS in Rs,0.73,1.73,-0.14,0.67,0.97,1.24,0.08,0.86,2.07,2.34,4.5,1.84,1.81
