,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Government,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
Public,98.48,98.48,98.48,98.48,98.48,98.48,98.47,98.48
No. of Shareholders,1190.0,1134.0,1119.0,1132.0,1112.0,1085.0,1069.0,1048.0
