,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,44.8,44.8,40.03,40.03,40.03,39.22,39.22,39.22,39.22
FIIs,2.65,2.72,2.52,3.26,3.17,2.94,2.99,2.99,2.99
DIIs,0.23,0.26,0.25,0.24,0.02,0.02,1.07,0.98,0.15
Government,1.0,1.0,1.89,1.89,1.0,1.0,1.0,0.0,0.0
Public,51.32,51.22,55.31,54.58,55.78,56.83,55.73,56.82,57.65
No. of Shareholders,26728.0,25561.0,15737.0,14871.0,14226.0,14451.0,19419.0,21029.0,22168.0
