,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,16,16,106,106,106,107,107,107,108,108.0
Reserves,91,182,281,645,790,1250,1407,1484,1709,2605,3281,3949,3945.0
Preference Capital,62,62,62,67,67,0,0,0,0,0,0,0,
Borrowings,225,292,543,821,1015,808,947,1009,1051,1411,1653,1714,1808.0
Other Liabilities,181,212,434,411,409,509,547,718,872,1502,1567,1187,1461.0
Total Liabilities,513,701,1273,1893,2229,2673,3008,3318,3739,5625,6609,6958,7322.0
Fixed Assets,187,236,499,801,1014,1193,1448,1599,1694,1818,2186,2884,3001.0
CWIP,32,73,116,107,70,143,163,107,67,324,755,357,231.0
Investments,0,0,0,19,26,51,52,58,58,319,362,384,432.0
Other Assets,294,393,658,966,1119,1286,1345,1554,1920,3164,3306,3333,3657.0
Total Assets,513,701,1273,1893,2229,2673,3008,3318,3739,5625,6609,6958,7322.0
