,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,50,50,100,100,107,108.0
Reserves,432,515,1473,1627,2265,2332.0
Preference Capital,25,28,0,0,0,
Borrowings,670,819,423,836,822,1117.0
Other Liabilities,170,280,301,327,584,686.0
Total Liabilities,1323,1664,2298,2891,3778,4243.0
Fixed Assets,681,977,1115,1202,1417,1449.0
CWIP,191,101,43,44,120,296.0
Investments,0,0,0,149,67,85.0
Other Assets,451,586,1140,1496,2173,2413.0
Total Assets,1323,1664,2298,2891,3778,4243.0
