,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,65.4,65.4,65.4,65.4,65.18,65.17,65.16,60.96,60.8,60.77,60.73
FIIs,5.74,6.16,5.87,5.73,5.73,4.98,4.59,8.19,8.52,9.79,10.26
DIIs,1.75,2.29,3.32,3.75,3.68,4.4,4.4,6.18,4.98,3.74,1.76
Public,27.11,26.16,25.42,25.12,25.41,25.45,25.84,24.67,25.68,25.71,27.25
No. of Shareholders,160298.0,77371.0,71454.0,60629.0,65071.0,65870.0,71492.0,73326.0,66507.0,61504.0,61129.0
