,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,0.6,1.01,1.59,1.97
Expenses,0.5,0.95,1.39,1.73
Operating Profit,0.1,0.06,0.2,0.24
OPM %,16.67,5.94,12.58,12.18
Other Income,0.01,0.12,0.09,0.2
Interest,0.0,0.0,0.0,0.0
Depreciation,0.06,0.07,0.08,0.08
Profit before tax,0.05,0.11,0.21,0.36
Tax %,20.0,27.27,23.81,27.78
Net Profit,0.03,0.09,0.15,0.26
EPS in Rs,300.0,4.47,0.75,0.94
