,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,2.01,2.01,2.76,2.76
Reserves,0.04,0.13,0.28,2.43,2.55
Borrowings,0.74,0.17,0.0,0.0,0.0
Other Liabilities,0.04,0.08,0.25,0.18,0.19
Total Liabilities,0.8300000000000001,2.39,2.54,5.37,5.5
Fixed Assets,0.17,0.21,0.21,0.24,0.54
CWIP,0.0,0.0,0.0,0.25,0.0
Investments,0.58,1.28,0.85,3.42,0.25
Other Assets,0.08,0.9,1.48,1.46,4.71
Total Assets,0.8300000000000001,2.39,2.54,5.37,5.5
