,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,14.8,15.29,17.4,12.11,14.67,16.63,17.87,16.64,17.49,18.89,20.56,20.63,23.97
Expenses,10.4,10.6,14.94,11.56,12.99,14.07,15.47,14.41,15.66,16.19,17.71,18.19,21.11
Operating Profit,4.4,4.69,2.46,0.55,1.68,2.56,2.4,2.23,1.83,2.7,2.85,2.44,2.86
OPM %,29.73,30.67,14.14,4.54,11.45,15.39,13.43,13.4,10.46,14.29,13.86,11.83,11.93
Other Income,0.04,0.03,0.05,0.17,0.13,0.22,0.22,0.11,0.22,0.46,0.54,0.1,0.2
Interest,0.38,0.39,0.56,0.22,0.24,0.23,0.38,0.25,0.24,0.25,0.29,0.24,0.26
Depreciation,1.53,1.58,1.59,1.51,1.2,1.23,1.3,1.27,1.13,1.15,1.16,1.14,1.15
Profit before tax,2.53,2.75,0.36,-1.01,0.37,1.32,0.94,0.82,0.68,1.76,1.94,1.16,1.65
Tax %,0.0,0.0,-144.44,0.0,0.0,37.88,13.83,19.51,17.65,15.91,18.56,19.83,16.97
Net Profit,2.53,2.75,0.89,-1.01,0.37,0.83,0.82,0.66,0.56,1.48,1.58,0.93,1.37
EPS in Rs,1.35,1.46,0.46,-0.53,0.19,0.43,0.43,0.34,0.29,0.76,0.82,0.48,0.69
