,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,64,62,36,60,91,94,89,130,159,124,104,110
Inventory Days,211,221,201,250,249,243,174,183,209,256,222,216
Days Payable,129,132,113,136,144,117,122,187,272,223,265,285
Cash Conversion Cycle,146,151,124,175,196,220,141,126,97,157,60,41
Working Capital Days,13,42,9,43,97,96,-16,7,-47,122,62,53
ROCE %,29,42,18,10,7,-1,-1,-1,0,12,1,0
