,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,6.0
Reserves,60,70,74,79,92,110,123.0
Preference Capital,2,3,3,3,0,0,
Borrowings,52,63,62,82,104,75,62.0
Other Liabilities,36,45,56,64,56,62,67.0
Total Liabilities,154,184,198,231,257,253,258.0
Fixed Assets,14,14,14,14,14,12,12.0
CWIP,1,2,3,1,0,0,0.0
Investments,1,2,10,12,14,25,29.0
Other Assets,138,165,171,203,229,215,217.0
Total Assets,154,184,198,231,257,253,258.0
