,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,12,5,16,-5,12,18
Cash from Investing Activity,-8,-7,-9,2,-4,-9
Cash from Financing Activity,-1,-7,-5,2,-6,-10
Net Cash Flow,4,-8,1,-1,2,-1
