,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.08,74.72,74.72,74.72,74.72,74.72,74.72,74.72,74.72
Public,28.92,25.28,25.28,25.28,25.28,25.28,25.28,25.28,25.28
No. of Shareholders,25.0,21.0,20.0,19.0,21.0,19.0,18.0,20.0,18.0
