,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.92,13.4,16.22,10.4,18.54,19.51,12.19,22.51,21.97,29.56,19.02,23.25,20.39
Expenses,5.58,12.26,15.43,9.05,17.79,17.22,11.41,19.2,20.9,28.03,19.23,19.49,19.17
Operating Profit,1.34,1.14,0.79,1.35,0.75,2.29,0.78,3.31,1.07,1.53,-0.21,3.76,1.22
OPM %,19.36,8.51,4.87,12.98,4.05,11.74,6.4,14.7,4.87,5.18,-1.1,16.17,5.98
Other Income,0.0,-0.01,0.04,0.08,0.08,0.08,0.06,0.08,0.13,0.15,0.15,0.12,-0.03
Interest,0.15,0.21,0.12,0.18,0.12,0.14,0.24,0.23,0.17,0.33,0.57,0.42,0.39
Depreciation,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05
Profit before tax,1.15,0.88,0.67,1.21,0.67,2.19,0.55,3.11,0.98,1.29,-0.68,3.41,0.75
Tax %,22.61,22.73,37.31,25.62,25.37,25.11,27.27,25.08,26.53,24.81,32.35,25.22,25.33
Net Profit,0.89,0.68,0.43,0.91,0.5,1.64,0.41,2.33,0.72,0.97,-0.46,2.55,0.56
EPS in Rs,0.74,0.56,0.28,0.6,0.33,0.93,0.23,1.1,0.34,0.46,-0.22,1.21,0.26
