,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.42,5.42,5.42,5.42,5.42,2.99,8.04,9.97,12.08,15.21,17.7,21.18,21.16
Reserves,-3.75,-3.34,-2.91,-2.49,-1.98,0.68,3.07,5.0,7.96,12.17,17.38,23.37,26.47
Borrowings,0.04,0.0,0.0,0.0,0.0,0.0,1.49,8.74,10.01,10.91,12.85,29.51,28.66
Other Liabilities,2.21,1.43,0.15,1.35,1.67,0.38,3.27,1.77,1.59,3.11,6.2,8.12,9.32
Total Liabilities,3.92,3.51,2.66,4.28,5.11,4.05,15.87,25.48,31.64,41.4,54.13,82.18,85.63
Fixed Assets,0.0,0.0,0.1,0.1,0.08,0.06,0.1,1.04,0.94,0.8300000000000001,1.18,1.31,1.22
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.55,2.24,2.96
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.46,0.5700000000000001,0.71
Other Assets,3.92,3.51,2.56,4.18,5.03,3.99,15.77,24.44,30.7,40.14,51.94,78.06,80.74
Total Assets,3.92,3.51,2.66,4.28,5.11,4.05,15.87,25.48,31.64,41.4,54.13,82.18,85.63
