,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,308.0,411.0,473.0,232.0,375.0,342.0,446.0,337.0,358.0,339.0,328.0,294.0,314.0
Expenses,262.0,227.0,254.0,131.0,211.0,244.0,345.0,277.0,305.0,298.0,306.0,238.0,257.0
Operating Profit,46.0,184.0,219.0,101.0,164.0,98.0,101.0,60.0,53.0,41.0,22.0,57.0,58.0
OPM %,15.0,45.0,46.0,43.0,44.0,29.0,23.0,18.0,15.0,12.0,7.0,19.0,18.0
Other Income,2.0,2.0,2.0,5.0,3.0,6.0,4.0,7.0,7.0,7.0,8.0,13.0,9.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Depreciation,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
Profit before tax,45.0,183.0,219.0,103.0,165.0,101.0,103.0,65.0,57.0,46.0,27.0,67.0,64.0
Tax %,22.0,26.0,25.0,25.0,25.0,25.0,29.0,26.0,28.0,27.0,49.0,24.0,26.0
Net Profit,35.0,136.0,163.0,77.0,124.0,76.0,73.0,48.0,41.0,33.0,14.0,50.0,48.0
EPS in Rs,1.42,5.47,6.56,3.1,4.96,3.04,2.94,1.91,1.65,1.34,0.57,2.02,1.93
