,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,138,112,78,89,91,80,66,67,51,82,74,64
Inventory Days,42,64,77,54,74,94,39,36,85,60,96,63
Days Payable,122,141,103,116,158,67,62,70,111,19,34,23
Cash Conversion Cycle,58,35,52,27,6,107,43,33,25,123,136,104
Working Capital Days,92,67,73,54,43,114,44,45,44,107,157,136
ROCE %,6,5,5,9,18,29,58,28,25,86,57,19
