,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,8.57,13.19,7.85,12.84
Expenses,8.04,9.91,9.34,9.43
Operating Profit,0.53,3.28,-1.49,3.41
OPM %,6.18,24.87,-18.98,26.56
Other Income,0.33,0.05,3.02,0.49
Interest,1.34,0.55,0.46,0.38
Depreciation,1.98,0.56,2.0,0.86
Profit before tax,-2.46,2.22,-0.93,2.66
Tax %,4.07,7.66,1.08,24.06
Net Profit,-2.36,2.05,-0.92,2.02
EPS in Rs,-2.36,2.05,-0.61,1.35
