,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.45,4.07,3.53,-3.23
Cash from Investing Activity,-3.65,-0.68,-2.78,-7.96
Cash from Financing Activity,4.23,-3.53,-0.71,11.15
Net Cash Flow,0.13,-0.14,0.03,-0.04
