,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,20.0,-0,4,21,78,29,104
Inventory Days,147.0,-0,-0,-0,-0,-0,-0
Days Payable,150.0,,,,,,
Cash Conversion Cycle,17.0,-0,4,21,78,29,104
Working Capital Days,-46.0,642,139,411,290,-6,82
ROCE %,,21,11,3,19,24,12
