,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,24.33,26.9,27.56,23.9,29.07,28.84,36.75,28.5,30.97,42.65,38.23,27.42,31.44
Expenses,22.29,25.41,27.1,23.39,27.82,27.55,35.66,27.81,29.77,41.16,37.88,27.39,31.42
Operating Profit,2.04,1.49,0.46,0.51,1.25,1.29,1.09,0.69,1.2,1.49,0.35,0.03,0.02
OPM %,8.38,5.54,1.67,2.13,4.3,4.47,2.97,2.42,3.87,3.49,0.92,0.11,0.06
Other Income,0.03,0.0,0.01,0.0,0.04,0.01,0.01,0.0,0.0,0.0,0.49,0.86,0.87
Interest,0.0,0.03,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.17,0.13,0.18
Depreciation,0.29,0.29,0.29,0.3,0.32,0.32,0.3,0.31,0.32,0.33,0.49,0.46,0.48
Profit before tax,1.78,1.17,0.18,0.2,0.95,0.97,0.8,0.38,0.88,1.16,0.18,0.3,0.23
Tax %,5.06,11.97,261.11,-25.0,-7.37,13.4,8.75,10.53,-2.27,3.45,61.11,10.0,-17.39
Net Profit,1.69,1.03,-0.29,0.25,1.02,0.85,0.73,0.34,0.89,1.13,0.06,0.26,0.28
EPS in Rs,0.56,0.34,-0.1,0.08,0.34,0.28,0.24,0.11,0.3,0.38,0.02,0.09,0.09
