,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,67.24,16.10,11.19,38.61,0.00,196.54,111.00,21.98,118.84,519.95,,0.0
Inventory Days,0.0,0.00,0.00,0.00,0.00,1803.53,0.00,4.36,0.0,0.0,,0.0
Days Payable,,,,,,1511.53,,62.64,,,,
Cash Conversion Cycle,67.24,16.10,11.19,38.61,0.00,488.54,111.00,-36.29,118.84,519.95,,0.0
Working Capital Days,-414.4,-297.01,-120.27,-400.10,-376.41,155.16,-54.81,-39.4,-159.69,-847.08,,-109.5
ROCE %,,-5.65,-9.41,-5.52,-61.67,12.69,-58.38,-117.65,,,,
