,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,34.15,31.01,34.39,31.98,35.83,36.0,23.72,43.66,43.58,37.53,46.79,60.37,59.87
Expenses,35.75,28.03,29.93,30.06,33.53,33.8,26.26,39.76,40.7,34.58,41.78,52.99,50.77
Operating Profit,-1.6,2.98,4.46,1.92,2.3,2.2,-2.54,3.9,2.88,2.95,5.01,7.38,9.10
OPM %,-4.69,9.61,12.97,6.0,6.42,6.11,-10.71,8.93,6.61,7.86,10.71,12.22,15.20
Other Income,1.88,0.0,-1.44,0.32,0.17,0.3,3.32,0.82,0.95,0.77,0.57,0.65,0.79
Interest,2.34,1.15,0.99,1.19,1.25,1.42,1.13,1.18,0.87,0.42,0.51,0.55,0.60
Depreciation,0.95,1.08,1.05,1.2,1.08,1.02,0.78,1.02,0.77,0.64,0.55,0.58,0.60
Profit before tax,-3.01,0.75,0.98,-0.15,0.14,0.06,-1.13,2.52,2.19,2.66,4.52,6.9,8.69
Tax %,5.65,0.0,0.0,0.0,-42.86,0.0,0.0,17.86,15.98,1.5,29.2,26.67,
Net Profit,-2.84,0.76,0.97,-0.14,0.2,0.06,-1.13,2.07,1.84,2.63,3.19,5.05,6.35
EPS in Rs,-12.62,3.38,4.31,-0.62,0.89,0.27,-5.02,9.2,8.18,11.69,14.18,22.44,28.23
