,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.36,0.36,11.84
Reserves,0.73,2.19,8.94,
Borrowings,1.63,1.82,7.44,
Other Liabilities,1.01,1.21,5.35,
Total Liabilities,3.38,5.58,22.09,
Fixed Assets,0.21,0.25,0.41,
CWIP,0.0,0.0,0.0,
Investments,0.0,0.0,0.0,
Other Assets,3.17,5.33,21.68,
Total Assets,3.38,5.58,22.09,
