,2022-09-01,2023-09-01
Sales,14.08,26.15
Expenses,11.36,22.1
Operating Profit,2.72,4.05
OPM %,19.32,15.49
Other Income,0.0,0.02
Interest,0.17,0.52
Depreciation,0.02,0.02
Profit before tax,2.53,3.53
Tax %,17.79,18.13
Net Profit,2.08,2.9
EPS in Rs,57.78,1.22
