,2021-03-01,2022-03-01,2023-03-01
Debtor Days,30.76,19.35,46.89
Inventory Days,39.8,66.22,185.83
Days Payable,10.23,0.0,46.64
Cash Conversion Cycle,60.33,85.57,186.08
Working Capital Days,28.11,51.9,121.97
ROCE %,,88.72,82.71
