,2011-03-01,2012-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.24,0.24,0.24,0.33,5.86,6.16,8.41,10.01,10.01,17.52,17.52
Reserves,0.0,0.0,0.12,0.19,0.29,0.64,5.09,6.01,7.49,5.65,6.38,24.15,23.2
Borrowings,0.0,0.0,0.0,0.0,0.78,0.62,4.68,4.77,5.02,6.78,5.35,5.18,7.89
Other Liabilities,0.0,0.0,0.14,1.19,1.12,11.26,3.68,1.31,2.15,5.58,7.27,11.88,9.35
Total Liabilities,0.01,0.01,0.5,1.62,2.43,12.85,19.31,18.25,23.07,28.02,29.01,58.73,57.96
Fixed Assets,0.0,0.0,0.01,0.2,0.3,1.14,1.04,1.02,2.07,5.16,6.21,6.29,6.08
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.75
Investments,0.0,0.0,0.0,0.0,0.0,5.71,6.02,3.76,3.08,1.15,0.7000000000000001,3.74,1.09
Other Assets,0.01,0.01,0.49,1.42,2.13,6.0,12.25,13.47,17.92,21.71,22.1,48.44,50.04
Total Assets,0.01,0.01,0.5,1.62,2.43,12.85,19.31,18.25,23.07,28.02,29.01,58.73,57.96
