,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,19.36,19.36,19.36,19.36,19.36,31.58,10.25
Public,80.64,80.64,80.64,80.64,80.64,68.42,89.75
No. of Shareholders,410.0,171.0,170.0,169.0,170.0,1648.0,14285.0
